Name,Professor_ID,Difficulty,Clarity,Grade
Nicole Williams, 22, 4, 2, 2
Thomas Barnes, 50, 2, 3, 5
Christy Lewis, 46, 5, 2, 5
Jose Thompson, 3, 3, 3, 2
Thomas Gill, 35, 1, 4, 5
Cindy Gonzales, 43, 2, 3, 1
Daniel Little, 16, 3, 1, 3
Sarah Johnson, 31, 2, 2, 1
Richard Brennan, 38, 1, 2, 3
Michael King, 23, 1, 4, 1
Angela Aguilar, 6, 2, 2, 2
Taylor Moore, 23, 5, 5, 2
Darren Schmidt, 14, 4, 5, 2
Ms. Emily Davila, 25, 2, 3, 1
Michael Mcmahon, 22, 5, 1, 3
Jimmy Baker, 38, 1, 4, 4
Kari Williams, 36, 5, 5, 2
Clayton Johnson, 47, 3, 4, 5
Carlos Stuart, 40, 5, 2, 5
Erica Schwartz, 42, 3, 2, 4
Rhonda Roberts, 48, 3, 1, 1
William Smith, 33, 1, 4, 3
Shawn Davis, 31, 3, 5, 3
William Perez, 45, 5, 2, 5
Brooke Mckee, 39, 3, 2, 5
Rebecca Andersen, 36, 3, 5, 1
Mr. Jonathan Smith, 5, 3, 3, 2
Charles King, 23, 1, 1, 4
Daniel Blanchard, 46, 4, 5, 2
James Alvarez, 24, 1, 5, 3
Jerry Rodriguez, 17, 5, 5, 3
Joseph Spears, 42, 2, 5, 5
Sean Washington, 33, 2, 2, 1
Sarah Hale, 21, 3, 2, 3
Michael Beck, 40, 1, 2, 2
Robert Lee, 25, 3, 1, 1
Shelley Walter, 18, 3, 2, 1
Sarah Wells, 31, 3, 4, 3
Kendra Esparza, 48, 4, 5, 2
Dana Savage, 29, 4, 1, 4
Shawn Vasquez, 29, 2, 1, 1
Rodney Smith, 42, 2, 4, 4
James Anderson, 43, 2, 1, 2
Peter Underwood, 45, 4, 2, 4
Crystal Robbins, 46, 5, 1, 2
Beverly Moore, 41, 1, 5, 5
Amanda Joseph, 30, 2, 5, 3
Pamela Murillo, 43, 4, 2, 5
Carl Brown, 34, 2, 2, 4
Casey Wallace, 19, 1, 1, 1
Jonathan Carpenter, 28, 4, 2, 3
Robert Jones, 9, 1, 2, 3
Ashley Morton, 28, 5, 4, 3
Alyssa Martin DDS, 20, 1, 3, 5
Neil Chandler, 41, 3, 4, 1
Jeremiah Sanders, 8, 3, 3, 3
Ruben Kelley, 49, 1, 4, 3
Robin Harrison, 21, 4, 3, 3
Stephanie Hill, 16, 5, 5, 1
Melanie Williams, 5, 5, 5, 1
Jason Potter, 14, 1, 5, 2
Gregory Moore, 4, 4, 4, 5
Jeremy Weaver, 30, 2, 4, 1
Vincent Price, 29, 5, 5, 3
Dwayne Barker, 41, 1, 5, 5
Robert Pierce, 15, 4, 5, 4
Melvin Donaldson, 23, 4, 1, 3
Nicholas Jackson, 15, 3, 5, 3
Christine Taylor, 35, 3, 1, 1
Jeffery Turner, 4, 1, 1, 1
Jonathan Perkins, 18, 2, 1, 1
Shelly Lopez, 7, 2, 5, 3
Sheri Jacobson, 15, 4, 2, 2
Mary Patel, 27, 1, 4, 2
Michael Campbell, 14, 3, 5, 2
Jodi Ramirez, 6, 4, 4, 1
Jordan Benitez, 42, 1, 3, 5
Anthony Rios, 25, 4, 2, 3
Russell Allen, 26, 2, 1, 1
Heather Lynch, 29, 2, 3, 2
Erin Morrison, 9, 4, 5, 4
Yvette Carter, 29, 4, 1, 5
Melissa Cunningham, 31, 5, 3, 5
Ashley Norton, 12, 1, 4, 1
James Morgan, 27, 1, 1, 1
Jason Booth, 39, 2, 1, 4
Chad Watts, 37, 3, 5, 2
Eric Porter, 24, 5, 5, 5
Sandra Patterson, 33, 3, 2, 1
Dr. George Arellano, 26, 5, 5, 3
David Moreno, 40, 4, 5, 5
Michael Burns, 24, 1, 3, 3
Kayla Moore, 45, 3, 3, 5
James Owen, 46, 1, 2, 5
Crystal Harrell, 36, 2, 4, 3
Katrina Taylor, 34, 4, 3, 2
Cynthia Sanchez, 42, 4, 1, 2
Rachel Greer, 9, 3, 4, 3
Sierra Campbell MD, 24, 3, 1, 2
Jose Miller, 31, 3, 3, 5
Larry Harrell, 32, 5, 1, 1
Carolyn Knox, 41, 1, 2, 4
Omar Anderson, 18, 4, 4, 4
Albert Hicks, 11, 4, 2, 1
Valerie Henry, 33, 3, 2, 4
Shane Fowler, 27, 2, 5, 5
Jamie Gutierrez, 28, 4, 1, 2
Michael Smith, 24, 1, 2, 1
Dustin Carson, 22, 5, 2, 4
Kimberly Aguilar, 25, 5, 5, 2
Jessica Anderson, 2, 4, 2, 3
Debra Trevino, 36, 1, 5, 4
Paul Costa, 28, 2, 5, 1
Mark Davis, 8, 5, 2, 1
Derek Ward, 39, 1, 5, 5
Jason Castillo, 44, 5, 4, 4
Matthew Watson, 42, 1, 2, 2
Timothy Cook, 22, 1, 5, 5
Michelle Davis, 10, 4, 2, 3
Tammy Padilla, 45, 1, 4, 4
Lori Lopez, 26, 4, 1, 3
Daniel Martin, 33, 5, 2, 4
Timothy Sanchez, 6, 3, 1, 2
Brett Norton, 32, 3, 2, 1
Cassandra Cox, 48, 2, 5, 2
Michael Smith, 11, 3, 4, 2
Isaac Miller, 30, 5, 4, 5
Emily Conway, 44, 4, 3, 4
Matthew Johnson, 48, 1, 1, 5
Michael Freeman, 35, 5, 4, 3
David Potter, 19, 4, 5, 5
Monica James, 18, 5, 5, 4
Michelle Henderson, 13, 2, 2, 2
Cheryl Green, 39, 5, 5, 5
Danielle Fletcher, 5, 4, 4, 1
Maria Johnson, 37, 1, 2, 1
David Allen, 22, 2, 2, 1
Monica Sims, 5, 1, 5, 2
Kevin Barber, 13, 5, 4, 3
Ryan Smith, 36, 1, 2, 2
Tyler Rogers, 8, 4, 2, 4
Adam Aguirre, 33, 1, 3, 2
Elizabeth Howe, 40, 5, 1, 1
Andrew Cox, 39, 5, 3, 3
Todd Cain, 26, 4, 3, 2
Brian Collins, 5, 5, 4, 1
Leah Fuller, 3, 1, 1, 4
Tyler Griffin, 41, 4, 3, 4
Cynthia Taylor, 48, 4, 1, 1
Catherine Stuart, 33, 2, 2, 5
Richard Robinson, 43, 5, 5, 4
David Hunt, 33, 3, 5, 5
Ann Fisher, 26, 1, 4, 1
Holly Booker, 12, 4, 2, 2
Jennifer Robles, 2, 4, 4, 3
Stacy Coleman, 27, 1, 1, 3
Sandra Ochoa, 17, 2, 2, 5
Raymond Frey, 22, 3, 3, 4
Ryan Lewis, 27, 1, 5, 1
Patrick Ferrell, 3, 2, 4, 4
Michael Pham, 29, 1, 4, 1
Patrick Hayden, 32, 2, 3, 4
Harold Smith, 10, 5, 1, 2
Kathryn Miller, 7, 5, 5, 2
Kristen Lee, 27, 3, 3, 1
Greg Farmer, 16, 2, 3, 1
Caitlyn Brown, 29, 2, 4, 5
Rhonda Jones, 23, 3, 1, 3
Christian Gonzalez, 20, 2, 1, 3
Katherine Lambert, 16, 3, 4, 1
Dr. Alexandra Williams, 2, 1, 2, 2
Amanda Henderson, 22, 2, 4, 5
Dennis Ford, 13, 1, 3, 1
Beth Miller, 34, 3, 1, 3
Candice Jenkins, 29, 2, 3, 4
Donald Delacruz, 16, 4, 3, 1
Jennifer Smith, 47, 2, 5, 1
Marc Dunn, 1, 5, 3, 5
Cynthia Harrison, 16, 3, 2, 5
Randall Andrews, 50, 5, 5, 4
Kimberly Barnes, 46, 4, 5, 5
Tanya Brady, 46, 4, 1, 1
Elizabeth Williamson, 16, 1, 5, 3
Carl Peters, 1, 3, 4, 4
William Lawson, 12, 5, 1, 2
Jason Stein, 46, 1, 4, 5
Todd Lee, 11, 2, 1, 5
Lauren Cummings, 27, 2, 3, 4
James Walsh, 42, 2, 5, 3
Jonathon Hall, 43, 4, 5, 5
Jorge Hall III, 39, 2, 4, 2
Angela Scott, 9, 1, 5, 3
Jennifer Joseph, 12, 3, 3, 2
Mary Powell, 29, 2, 2, 3
Matthew Gutierrez, 36, 2, 2, 1
Madison Juarez, 49, 3, 1, 5
Richard Bennett, 19, 2, 2, 1
Heather Campbell, 7, 1, 3, 2
Audrey Smith, 43, 2, 2, 3
Brett Solis, 27, 1, 4, 3
Rebecca Johnson, 25, 4, 4, 5
William Salazar, 7, 5, 5, 3
Andrew Frost, 40, 3, 2, 5
Martin Mejia, 22, 3, 3, 5
Jennifer Morris, 49, 4, 2, 2
William Anderson, 28, 1, 1, 5
Tiffany Oliver, 43, 5, 4, 2
Stephanie Arnold, 7, 4, 2, 1
Jason Robertson, 21, 2, 4, 5
Amanda Smith, 3, 2, 2, 5
Katie Smith, 2, 2, 5, 1
Roger Krueger, 20, 2, 2, 2
Anthony Bridges, 12, 5, 3, 2
Victor Christensen, 3, 3, 1, 5
Rebecca Crawford, 30, 5, 2, 3
Roger Willis, 50, 4, 1, 2
Brandon Walker, 20, 5, 3, 3
Kevin Lewis, 19, 4, 3, 3
Lee Cooper, 28, 1, 1, 3
Richard Coleman, 23, 3, 3, 2
William Weber, 13, 4, 5, 2
Robert Davis II, 46, 3, 2, 5
Kristen Gutierrez, 14, 1, 5, 2
Bradley Mckinney, 30, 4, 1, 2
Derrick Black, 22, 2, 2, 4
Randy Fowler, 35, 1, 4, 1
Douglas Reynolds, 38, 4, 3, 5
Judy Douglas, 42, 1, 2, 4
Michael Melendez, 5, 5, 2, 5
David Rodriguez, 29, 2, 4, 4
Michael Brown, 40, 5, 3, 5
Carrie Williams, 4, 4, 1, 2
Diane Johnson, 17, 5, 3, 3
Brian Jimenez, 24, 1, 5, 3
Tyler Bell, 41, 5, 1, 5
William Thomas, 5, 2, 5, 2
Joseph Harris, 27, 2, 2, 2
Stephen Pittman, 40, 4, 5, 1
Lisa Barnett DVM, 8, 3, 4, 4
Alan Mcconnell, 23, 5, 4, 5
Michael Thomas, 21, 5, 3, 1
Samantha Ramirez, 39, 1, 5, 3
John Martinez, 23, 5, 3, 5
Steve Turner, 42, 2, 2, 5
Monica Reynolds, 7, 3, 4, 2
Robert Jones, 6, 5, 2, 4
Krystal Johnson, 48, 1, 4, 2
John Evans, 30, 4, 5, 4
Jeffery White, 46, 2, 1, 2
Crystal Mclaughlin, 8, 2, 2, 3
Kimberly Lopez, 23, 2, 4, 2
Christopher Mendoza V, 3, 2, 2, 5
Melanie Carter, 46, 3, 2, 2
Jeanette Ross, 35, 2, 3, 1
Nicholas Norton, 24, 2, 2, 3
Louis Lawson, 23, 4, 3, 5
Christine Rogers, 36, 1, 5, 1
Angela Montes, 49, 1, 1, 1
James Farrell, 2, 2, 1, 5
Haley Villarreal, 26, 5, 4, 5
Ashley Navarro, 39, 2, 5, 3
John Acosta, 45, 5, 2, 1
Elizabeth Colon, 13, 3, 1, 2
William Hamilton, 6, 4, 1, 5
Jeffrey Li, 40, 2, 3, 4
Sherry Wilson, 23, 1, 1, 3
Joseph Cunningham, 21, 4, 2, 1
Cheryl Anderson, 21, 1, 3, 4
Mr. James Wilson, 34, 2, 2, 5
Jessica Hernandez, 41, 3, 5, 3
Traci Lee, 27, 5, 4, 3
Jessica Key, 2, 3, 4, 2
Brandi Ashley, 47, 5, 5, 2
Erica Knight, 7, 5, 2, 2
Melissa Jimenez, 24, 3, 2, 1
Hailey Small, 17, 4, 2, 3
Janice Ellison, 15, 4, 4, 5
Miranda Wagner, 1, 4, 4, 4
Heather Ferrell, 18, 4, 1, 4
Tamara Payne, 1, 4, 4, 5
Rebecca Stuart, 47, 5, 4, 2
Scott Stone, 4, 3, 1, 4
Gregory Arnold, 17, 3, 3, 1
Kyle Carpenter, 42, 5, 2, 2
Joseph Mack, 41, 1, 1, 4
John Clark, 18, 3, 5, 5
Michelle Parks, 32, 2, 1, 4
Jessica Walker, 24, 5, 2, 1
Oscar Buchanan, 20, 5, 5, 4
Jesus Hicks, 2, 5, 1, 5
Christopher Rogers, 39, 5, 4, 4
Stephanie Brooks, 1, 2, 5, 3
Brandon Jenkins, 27, 5, 3, 3
Stacy Zamora, 2, 3, 4, 2
Kevin Guzman, 47, 5, 4, 2
Chelsea Young, 7, 3, 2, 2
Emily Fox, 26, 5, 2, 2
Amber Brooks, 22, 2, 5, 2
Nancy Huang, 28, 4, 4, 4
Alice Smith, 3, 4, 2, 4
Jamie Owen, 8, 1, 5, 2
Hannah Hudson, 19, 2, 4, 4
Rodney Williamson, 36, 4, 2, 3
Keith Klein, 15, 2, 2, 1
Jasmine Cervantes, 21, 3, 3, 1
Mrs. Ana Avery, 48, 4, 4, 4
Christian Barrett PhD, 4, 3, 4, 4
Robin Daniel, 47, 4, 5, 3
Karen Collier, 20, 5, 2, 5
Brenda Barnes, 46, 1, 4, 2
Stephanie Santiago, 40, 5, 4, 2
Charles Robinson, 36, 5, 4, 4
Randall Cook, 34, 3, 5, 5
Brandon Hurst, 49, 3, 4, 1
Louis Ellis, 25, 5, 5, 5
Nathan Hunter, 33, 2, 1, 3
Christina Wolfe, 43, 2, 2, 1
Edward Martinez, 36, 3, 5, 4
Heather Winters, 48, 5, 1, 2
Cynthia Lee, 37, 3, 1, 3
Maria Carroll, 10, 5, 2, 1
Christina Wright, 41, 3, 1, 2
Victor Hall, 35, 2, 5, 5
Roy Haynes, 15, 4, 3, 2
Johnny Myers, 22, 3, 5, 3
Crystal Mathews, 41, 5, 1, 5
Beverly Jacobs, 2, 2, 1, 5
Robert Daniels, 16, 4, 3, 3
Leah Diaz, 7, 5, 3, 1
Sierra Miller, 47, 1, 4, 1
Yolanda Wise, 1, 5, 2, 1
Kara Rogers, 30, 5, 5, 2
Cody Clark, 2, 1, 3, 2
Anthony Herrera, 4, 2, 4, 1
Dr. Tracey Brennan, 48, 3, 3, 1
Brian Horton, 36, 3, 3, 1
Kristin Mcintyre, 11, 3, 3, 5
Sandra Tucker, 35, 5, 3, 5
Hector Fernandez, 43, 1, 3, 3
Natalie Johnson, 15, 1, 5, 4
Wendy Williams, 43, 4, 4, 4
Christina Hall, 28, 1, 3, 3
Stephen Allen, 32, 3, 3, 5
Megan Mccarthy, 4, 5, 3, 3
Robert Morales, 45, 2, 5, 1
Olivia Reyes, 9, 1, 5, 1
Robert Munoz, 14, 4, 5, 1
Lisa Brown, 13, 2, 4, 5
Patricia Price, 15, 5, 5, 1
William Chaney, 29, 5, 4, 4
Robert Zhang, 44, 2, 4, 2
Joseph Huang, 9, 5, 5, 1
Christopher Roberts, 42, 4, 3, 3
Rebecca Perry, 22, 2, 3, 4
Darryl Cruz, 45, 1, 1, 5
Paul Soto, 43, 5, 5, 3
Amy Johnson, 30, 4, 1, 5
Kevin Rich, 45, 3, 4, 5
Karen Barrett, 27, 4, 4, 5
Christine Martin, 34, 4, 1, 3
Terry Fuentes, 36, 1, 2, 1
Raymond Rodriguez, 3, 1, 1, 3
Danielle Sanchez, 45, 5, 1, 2
Alicia Murray, 36, 5, 5, 5
Sarah Patel, 16, 4, 1, 3
Michael Garza, 8, 1, 3, 5
Heather Mcdowell, 35, 3, 5, 2
Isaiah Jimenez, 12, 5, 4, 3
David Wheeler, 45, 5, 5, 2
Cynthia Adams, 16, 3, 3, 3
Walter Reyes, 10, 5, 3, 1
Tiffany Roberts, 28, 1, 5, 5
Jamie Gonzalez, 15, 2, 1, 3
Charles Johns, 12, 4, 2, 3
Joanna Butler, 37, 2, 3, 1
Tara Johnson, 24, 3, 3, 1
Seth Lewis, 47, 1, 3, 4
Dr. Michael Novak, 44, 5, 3, 4
Dylan Evans, 8, 5, 5, 4
Barbara Johnson, 7, 3, 4, 3
Cindy Becker, 33, 4, 5, 5
Taylor Skinner, 18, 3, 2, 2
Michael Tucker, 13, 1, 2, 1
Jill Porter, 37, 1, 2, 3
Reginald Lara, 35, 2, 4, 5
John Perez, 47, 5, 5, 2
Steven Romero, 18, 3, 3, 2
Lauren Craig, 23, 1, 1, 5
Christian Leach MD, 23, 1, 1, 3
Regina Carpenter, 44, 5, 1, 3
Tina Sherman, 35, 1, 2, 2
Charles Barnett, 40, 5, 2, 4
Luke Davidson, 38, 1, 1, 3
Patricia Fuentes, 35, 2, 2, 4
Morgan Fernandez, 15, 4, 2, 5
Gregory Blackwell, 2, 5, 4, 2
Miguel Nelson, 48, 3, 3, 3
Sarah Matthews, 40, 5, 1, 3
Tabitha Doyle, 31, 4, 1, 4
Dr. Richard Butler MD, 8, 1, 4, 1
Brian Cline, 2, 3, 2, 3
Donna Sanchez, 22, 2, 5, 1
Theresa Harris, 14, 4, 4, 2
Nicholas Estes, 14, 5, 3, 2
Pamela Shaffer, 25, 3, 4, 5
Nicole Hull, 20, 4, 3, 2
James Wilkinson, 46, 2, 5, 3
Jonathan Beck, 32, 1, 3, 2
Scott Cook, 38, 2, 5, 2
Joshua Lopez, 8, 2, 3, 3
Thomas Todd, 42, 2, 4, 4
Natalie Schultz, 17, 2, 2, 5
Richard Martinez, 14, 5, 4, 2
Anne French, 12, 3, 5, 5
Carla Hill, 9, 1, 5, 3
Gerald Turner, 10, 5, 3, 4
Daniel Daniels, 19, 4, 5, 3
Stephanie Murphy, 15, 3, 3, 1
Kelly Hawkins, 11, 4, 3, 2
Scott Bishop, 42, 4, 3, 4
Monica Harmon, 2, 2, 3, 3
Stephanie Richards, 11, 3, 5, 2
Danielle Wagner, 14, 2, 4, 3
Laura Sanders, 43, 2, 3, 4
Bill Sims, 31, 4, 5, 1
Vanessa Hoffman, 48, 5, 4, 2
Adam Brewer, 48, 3, 5, 1
Nicole Collier, 2, 4, 2, 3
Richard Moore, 21, 2, 1, 5
Matthew Todd, 15, 1, 2, 3
Eric Stone, 50, 3, 2, 4
Sean Eaton, 20, 4, 4, 1
Jamie Clarke, 4, 2, 3, 4
Mrs. Brenda Coleman, 47, 4, 2, 1
Darrell Woods, 18, 3, 4, 2
Donald Harper, 27, 1, 2, 5
Rachel Allen, 40, 3, 3, 4
Jeff Golden, 32, 3, 3, 3
Joseph Washington, 31, 2, 1, 5
Dustin Ramirez, 14, 1, 2, 2
Clifford Duffy, 7, 4, 4, 1
Mary Shaw, 8, 4, 1, 3
Sherry Rogers, 21, 3, 1, 4
Ana Wade, 27, 3, 1, 2
Anna Hood, 45, 3, 5, 3
Jonathan Delgado, 14, 1, 2, 3
Carrie Rodgers, 25, 1, 5, 5
Gregory Mack, 46, 4, 2, 1
Anna Porter, 13, 2, 4, 4
Stacey Martinez, 33, 1, 5, 3
Jerry Vaughn, 11, 3, 5, 1
Veronica Moon, 34, 1, 5, 5
Anthony Rodriguez, 48, 3, 5, 3
Mr. Mark Williams DDS, 50, 1, 5, 5
Angela Edwards, 17, 1, 3, 1
Joanna Edwards PhD, 23, 3, 1, 4
Jordan Kent, 36, 1, 2, 4
Eric Barker, 35, 3, 1, 5
Stacey Roberts, 2, 2, 5, 5
Jamie Chen, 22, 4, 4, 3
Jennifer Acevedo, 7, 1, 4, 2
Caitlin Garcia, 46, 1, 4, 1
Ronnie Mason, 5, 5, 1, 4
Katie Jarvis, 7, 1, 2, 5
Daniel Harrison, 7, 3, 1, 1
Cynthia Clark, 47, 5, 4, 4
David Rivera, 34, 2, 5, 4
John Atkinson, 29, 4, 5, 4
Cheryl Nguyen, 12, 2, 5, 4
Wendy Brown, 16, 4, 1, 2
Gary Wallace, 18, 3, 2, 2
Paul Warner, 1, 4, 3, 2
Michelle Clark, 37, 2, 1, 2
Mr. Albert Baird, 27, 5, 1, 3
John Young, 44, 3, 3, 3
Michael Schwartz, 14, 3, 5, 1
Andrew Mcfarland, 10, 3, 5, 5
Robert Howell, 43, 5, 3, 1
Dominique Mitchell, 25, 3, 2, 2
Cory Lewis, 48, 4, 2, 5
William Cain, 20, 4, 4, 5
Kathleen Rogers, 47, 3, 3, 4
Matthew Beasley, 24, 4, 5, 4
Abigail Williams, 15, 4, 1, 5
Travis Fox, 35, 5, 3, 5
Kelly Wu, 2, 2, 2, 4
Jeremy Anderson, 1, 3, 3, 5
Lisa Simpson, 13, 3, 1, 5
Gail Evans, 23, 5, 2, 5
Kayla Campbell, 4, 1, 4, 3
John Thompson, 20, 2, 3, 4
Arthur Gregory, 39, 3, 3, 5
Leslie Blankenship, 42, 5, 2, 4
Amber Gardner, 10, 2, 4, 3
Roger Johns, 35, 1, 3, 3
David Griffin, 20, 5, 1, 2
Danielle Bartlett, 15, 1, 5, 3
David Cobb, 25, 2, 3, 1
Sandra Bryan, 29, 2, 2, 3
Joseph Perez, 44, 4, 4, 4
Ashley Jones, 42, 4, 4, 2
Timothy Davis, 20, 1, 4, 4
Lindsey Juarez, 39, 2, 1, 1
Pamela Torres, 21, 3, 3, 1
David Lynch, 6, 1, 2, 3
Michael Neal, 1, 1, 4, 3
Holly Thompson, 22, 1, 2, 1
Max Nguyen, 9, 4, 2, 1
Amy Jefferson, 39, 4, 2, 3
Molly Moody DVM, 20, 1, 4, 1
Tami Gutierrez, 12, 1, 5, 5
Christina Marquez, 45, 4, 5, 4
Zachary Martin, 20, 5, 5, 5
Christina Brown, 38, 5, 4, 1
Christopher Williams, 11, 5, 3, 4
Holly Davis, 17, 2, 1, 5
Sharon Arellano, 14, 1, 3, 3
Justin Phelps, 36, 3, 4, 1
Daniel Snyder, 29, 5, 2, 1
Rachel Foster, 47, 1, 2, 2
Jessica Scott, 17, 4, 1, 4
Hunter Casey, 4, 4, 2, 2
Jerry Armstrong, 15, 3, 1, 2
Robert Huerta, 14, 3, 2, 4
Michael Warren, 41, 2, 3, 1
Allison Mann, 18, 2, 3, 5
Jeffery Wolfe, 30, 4, 3, 3
Lauren Smith, 5, 2, 5, 3
Derek Hamilton, 34, 2, 3, 2
David Robinson, 33, 3, 5, 1
Sarah James, 34, 2, 2, 2
Bobby Lee, 1, 5, 4, 2
Audrey Williams, 19, 1, 5, 2
Dr. Richard Murphy, 12, 2, 5, 4
Matthew Ochoa, 40, 3, 1, 5
James Banks, 23, 3, 2, 3
Alvin Briggs, 7, 3, 1, 2
Eric Hill, 25, 1, 3, 4
Keith Robertson, 28, 4, 2, 1
Brittany Mcmahon, 7, 4, 5, 4
Melvin Holmes, 26, 5, 3, 2
Michelle Edwards, 43, 2, 4, 2
Miranda Gonzalez, 13, 3, 2, 4
Mrs. Laurie Hudson, 32, 5, 5, 5
Lynn Lang, 33, 2, 3, 4
Kelly Davis, 47, 5, 2, 2
John Carlson, 30, 3, 3, 3
Terry Wood Jr., 42, 5, 4, 1
Morgan Perez, 41, 3, 1, 3
Laura Moss, 18, 4, 5, 5
Tammy Graves, 8, 2, 3, 3
Stacey Carlson MD, 18, 3, 3, 4
Kristin Cantu, 28, 3, 5, 2
Sarah Moore, 20, 3, 1, 1
Johnathan Mercer, 30, 2, 3, 3
Maria Ramos, 31, 5, 4, 4
Ashley Dawson, 7, 3, 5, 5
Jennifer Woods, 1, 5, 5, 5
Bradley Rodriguez, 39, 5, 4, 1
Melissa Todd, 7, 3, 4, 1
Debbie Greene, 5, 3, 1, 5
Erik Bailey, 5, 3, 3, 4
Jesus Williams, 4, 4, 3, 3
Travis Moore, 14, 2, 5, 4
Pamela Willis MD, 24, 2, 2, 2
Zachary Parker, 41, 5, 4, 5
Traci Kirk, 46, 5, 1, 2
Debra Herrera, 44, 3, 4, 1
Alexander Franklin, 25, 3, 4, 1
Noah Myers, 36, 4, 3, 1
Kyle Cohen, 13, 2, 1, 4
Sarah Mora, 11, 4, 3, 4
Erica Marshall, 34, 5, 1, 3
Shawn Johnson, 42, 3, 5, 2
Sherri Green, 18, 4, 1, 3
Taylor Gilbert, 36, 5, 2, 4
Rebecca Brady, 27, 2, 5, 3
Cathy Garcia, 30, 3, 4, 2
Andrew Wilson, 40, 1, 2, 3
Ashley Caldwell, 50, 4, 1, 1
Ryan Martinez, 50, 1, 2, 1
Seth Turner, 17, 2, 1, 5
Crystal Brooks, 48, 3, 4, 4
Melinda Patrick, 23, 1, 3, 4
Lisa Freeman, 45, 3, 1, 3
Rebecca Murray, 4, 2, 4, 3
Joshua Holt, 18, 2, 2, 1
Jill Davis, 4, 1, 4, 1
Mark Benton, 14, 4, 4, 4
Christine Burton, 7, 1, 5, 1
Crystal Cole, 39, 5, 3, 3
Karen Lewis, 22, 2, 3, 2
Todd Davenport, 8, 1, 4, 4
Jennifer Peterson, 21, 4, 3, 4
Wanda Carter, 47, 3, 4, 1
John Wood, 4, 3, 3, 4
Stephanie Gross, 7, 5, 5, 4
Ryan Mcneil, 11, 5, 1, 5
Trevor Bautista, 23, 2, 5, 1
Lisa Stevens, 4, 1, 1, 3
Rachel Holland, 23, 5, 3, 3
Jared Davis, 39, 4, 3, 4
Susan Hall, 13, 1, 2, 2
Austin Duncan, 3, 2, 1, 2
Steven Gordon, 48, 1, 3, 1
Matthew Stewart, 46, 3, 2, 3
Jacqueline Johnson, 35, 3, 1, 1
Jose Patterson, 10, 2, 4, 2
Grant Jackson, 27, 3, 1, 5
Amy Kim, 10, 3, 4, 2
Mary Hansen, 27, 2, 1, 4
Michael Ochoa, 21, 5, 3, 4
Angel Jones, 13, 2, 5, 5
Aaron Johnson, 33, 4, 5, 4
John Brown, 39, 2, 3, 5
Brenda Smith, 12, 3, 4, 5
Bonnie Baker, 14, 3, 4, 5
Cameron Reese, 31, 5, 5, 2
Nicholas Ortega, 45, 1, 2, 1
Monica Hale, 37, 3, 4, 2
Anthony Sanchez, 33, 4, 5, 5
Craig Lamb, 9, 5, 5, 2
Jamie Garrison, 41, 4, 3, 2
Eric Higgins, 32, 5, 4, 3
Jesse Matthews, 29, 2, 3, 2
Diana Zavala, 22, 2, 4, 1
Catherine Huffman, 38, 1, 1, 4
Nathan Collins, 12, 5, 4, 2
Chelsea Barber, 13, 2, 2, 1
Melissa Escobar, 45, 1, 2, 1
Thomas Garcia, 16, 3, 5, 4
Laura Howard, 31, 5, 3, 3
Debbie Burns, 45, 5, 3, 5
Adrian Phillips, 45, 3, 1, 1
Donna Hall, 42, 5, 3, 3
Amy Higgins, 13, 4, 4, 3
Jason Clay, 43, 2, 2, 4
Paul Atkins, 5, 4, 3, 2
Amanda Myers, 2, 3, 3, 5
James Ho, 27, 1, 2, 3
Scott Miller, 24, 3, 3, 4
Kathy Hoffman, 31, 5, 5, 1
Erica Thompson, 16, 5, 2, 4
Abigail Jackson, 37, 2, 4, 4
Danielle Hess, 11, 5, 1, 2
Mrs. Heather Navarro, 5, 1, 5, 3
Marc Mercado, 37, 1, 2, 3
Kevin Jones, 6, 4, 4, 4
Christine Farley, 35, 2, 2, 2
Timothy Sandoval, 10, 1, 2, 1
Kelly Ford, 48, 4, 2, 1
Ms. Kelly Griffin, 26, 3, 2, 2
Paul Hogan MD, 37, 5, 5, 4
Brianna Perry, 10, 3, 5, 1
Wendy Smith, 36, 1, 1, 4
Catherine Smith, 11, 5, 5, 4
Kathryn Ortega, 17, 3, 1, 1
Michael Schroeder, 26, 2, 5, 3
Rachel Cabrera, 25, 4, 1, 4
Ruth Owens, 33, 4, 4, 5
Cindy Blake, 5, 1, 2, 4
Kimberly Gallagher, 3, 4, 5, 2
Brandon Mitchell, 21, 2, 3, 4
Jeffrey Davis, 22, 1, 5, 2
Andrew Mack, 46, 4, 2, 5
Kurt Becker, 6, 1, 3, 1
Ernest Kirby, 13, 5, 1, 5
Elizabeth Byrd, 31, 5, 5, 1
Mr. Austin Andrews, 41, 1, 3, 2
Christopher Lopez, 19, 2, 1, 3
Richard Estrada, 46, 5, 1, 3
Justin Rangel, 14, 1, 2, 1
Beth Jones, 24, 4, 1, 3
Eric Huff, 23, 3, 5, 2
Amanda Wheeler, 34, 4, 4, 5
Rebecca Elliott, 5, 3, 2, 2
David Todd, 27, 1, 2, 1
Julie Livingston, 38, 2, 4, 1
David Collins, 7, 1, 5, 3
Melissa Cole, 26, 1, 3, 4
Stephen Stevens, 50, 3, 4, 1
April Watts, 45, 1, 2, 4
David Rivera, 22, 1, 3, 1
Katherine Coleman, 37, 1, 2, 4
